Facades,Habitable Surface,Bedroom Count,Bathroom Count,Toilet Count,Room Count,Kitchen Type,Furnished,Terrace,Terrace Surface,Garden Exists,State of Building,Living Surface,EPC,Consumption Per m2,ANTWERPEN,BRUSSEL,HENEGOUWEN,LIMBURG,LUIK,LUXEMBURG,NAMEN,OOST-VLAANDEREN,VLAAMS-BRABANT,WAALS-BRABANT,WEST-VLAANDEREN
3.0,81.0,1.0,1.0,1.0,3.0,3.0,0,1,6.0,0,6.0,27.0,7.0,97.72115384615384,0,0,0,0,0,1,0,0,0,0,0
2.0,102.0,3.0,1.0,1.0,5.0,0.0,0,1,7.0,0,2.0,32.317880794701985,5.0,260.0,1,0,0,0,0,0,0,0,0,0,0
2.0,102.0,2.0,1.0,1.0,4.0,2.0,0,1,21.0,0,3.0,30.0,6.0,146.0,1,0,0,0,0,0,0,0,0,0,0
2.0,62.0,2.0,1.0,1.0,4.0,3.0,0,0,29.205128205128204,0,6.0,38.8,6.0,164.0,0,0,0,0,0,0,0,0,0,0,1
2.0,90.0,2.0,1.0,1.0,4.0,2.0,0,1,13.0,0,4.0,31.515873015873016,7.0,80.43838983050847,0,0,0,0,0,0,0,1,0,0,0
2.0,92.0,2.0,1.0,1.0,2.0,1.0,0,1,6.0,0,4.0,32.317880794701985,6.0,212.8184000111898,1,0,0,0,0,0,0,0,0,0,0
2.0,86.0,2.0,1.0,1.0,4.0,3.0,0,1,8.0,0,6.0,32.0,4.0,218.1075692963753,0,1,0,0,0,0,0,0,0,0,0
2.0,69.0,1.0,1.0,1.0,2.0,1.0,0,1,9.0,0,6.0,35.142857142857146,7.0,50.0,0,0,0,0,1,0,0,0,0,0,0
2.0,109.0,2.0,1.0,2.0,5.0,3.0,0,1,40.0,0,6.0,30.0,5.0,104.0,0,1,0,0,0,0,0,0,0,0,0
2.0,91.0,2.0,1.0,1.0,4.0,1.0,0,1,14.0,0,6.0,32.92857142857143,6.0,164.60368932038836,0,0,0,0,0,0,0,0,0,0,1
2.0,100.0,3.0,1.0,1.0,5.0,2.0,0,1,11.0,0,4.0,37.0,4.0,207.0,0,1,0,0,0,0,0,0,0,0,0
4.0,110.0,2.0,1.0,1.0,4.0,1.0,0,0,11.658730158730158,0,4.0,36.0,6.0,143.0,0,0,0,0,0,1,0,0,0,0,0
2.0,72.0,1.0,1.0,1.0,3.0,3.0,0,1,5.0,0,5.0,41.48275862068966,6.0,151.9254887218045,1,0,0,0,0,0,0,0,0,0,0
2.0,150.0,2.0,2.0,2.0,6.0,3.0,0,1,66.0,0,6.0,50.0,6.0,57.0,0,1,0,0,0,0,0,0,0,0,0
3.0,66.0,1.0,1.0,1.0,3.0,3.0,0,1,9.578212290502794,0,6.0,23.0,7.0,30.0,0,1,0,0,0,0,0,0,0,0,0
2.0,161.0,2.0,1.0,1.0,4.0,1.0,0,1,43.0,0,4.0,32.92857142857143,6.0,164.60368932038836,0,0,0,0,0,0,0,0,0,0,1
2.0,134.0,2.0,1.0,2.0,5.0,1.0,0,1,12.0,0,4.0,40.0,4.0,202.0,0,1,0,0,0,0,0,0,0,0,0
3.0,109.0,2.0,2.0,1.0,2.0,3.0,0,1,18.276315789473685,0,6.0,40.92857142857143,7.0,69.0,0,0,0,0,0,0,0,0,0,1,0
2.0,94.0,2.0,1.0,1.0,2.0,1.0,0,1,16.0,1,4.0,32.317880794701985,6.0,212.8184000111898,1,0,0,0,0,0,0,0,0,0,0
2.0,20.0,1.0,1.0,1.0,3.0,1.0,0,0,7.63768115942029,0,4.0,20.0,5.0,267.93167701863354,1,0,0,0,0,0,0,0,0,0,0
2.0,108.0,2.0,1.0,1.0,4.0,3.0,0,1,9.0,0,4.0,32.666666666666664,6.0,139.9142857142857,0,0,0,1,0,0,0,0,0,0,0
2.0,73.0,2.0,1.0,2.0,5.0,1.0,0,0,8.333333333333334,0,4.0,29.0,6.0,193.0,0,0,0,0,0,0,0,0,0,0,1
2.0,67.0,1.0,1.0,1.0,3.0,3.0,0,1,9.578212290502794,0,6.0,29.252225519287837,7.0,20.0,0,1,0,0,0,0,0,0,0,0,0
4.0,89.0,2.0,1.0,1.0,2.0,3.0,0,1,13.704347826086956,0,6.0,37.46534653465346,7.0,67.0,0,0,0,0,0,0,0,0,0,1,0
2.0,99.0,3.0,1.0,5.0,9.0,1.0,0,1,11.0,0,4.0,32.92857142857143,6.0,164.60368932038836,0,0,0,0,0,0,0,0,0,0,1
2.0,101.0,2.0,2.0,1.0,4.0,1.0,0,1,6.0,0,6.0,39.80769230769231,7.0,76.7752808988764,0,0,0,0,0,0,1,0,0,0,0
2.0,119.0,2.0,1.0,1.0,4.0,1.0,0,1,6.0,0,6.0,52.0,7.0,76.7752808988764,0,0,0,0,0,0,1,0,0,0,0
3.0,73.0,1.0,1.0,1.0,3.0,1.0,0,1,9.0,0,6.0,25.0,6.0,182.9360465116279,0,0,0,0,0,0,0,0,0,0,1
2.0,92.0,2.0,1.0,2.0,5.0,1.0,0,1,8.0,0,6.0,39.80769230769231,7.0,50.0,0,0,0,0,0,0,1,0,0,0,0
2.0,60.0,1.0,1.0,1.0,3.0,1.0,0,1,14.0,0,4.0,26.0,6.0,149.0,0,0,0,0,0,0,0,0,0,0,1
2.0,98.0,2.0,2.0,1.0,5.0,3.0,0,1,8.0,0,6.0,35.0,6.0,62.0,0,1,0,0,0,0,0,0,0,0,0
4.0,119.0,3.0,1.0,1.0,3.0,1.0,0,1,8.0,0,4.0,29.765217391304347,6.0,163.68421052631578,0,0,0,0,0,0,0,1,0,0,0
2.0,92.0,2.0,1.0,1.0,4.0,1.0,0,1,20.0,0,4.0,38.5,6.0,97.0,0,0,0,0,0,1,0,0,0,0,0
2.0,95.0,2.0,2.0,2.0,6.0,3.0,0,1,11.0,0,6.0,42.0,6.0,55.0,0,1,0,0,0,0,0,0,0,0,0
2.0,63.0,1.0,1.0,1.0,3.0,3.0,0,1,3.0,0,6.0,35.0,7.0,45.0,0,1,0,0,0,0,0,0,0,0,0
4.0,87.0,2.0,1.0,1.0,4.0,1.0,0,1,11.0,0,4.0,29.252225519287837,4.0,218.1075692963753,0,1,0,0,0,0,0,0,0,0,0
4.0,98.0,2.0,1.0,1.0,4.0,1.0,0,1,15.0,0,6.0,34.053763440860216,6.0,95.80851063829788,0,0,1,0,0,0,0,0,0,0,0
4.0,69.0,1.0,1.0,1.0,2.0,3.0,0,1,13.0,0,6.0,33.66778523489933,7.0,45.0,0,1,0,0,0,0,0,0,0,0,0
2.0,142.0,3.0,1.0,2.0,6.0,1.0,0,1,27.0,0,4.0,37.0,6.0,151.0,0,0,0,1,0,0,0,0,0,0,0
2.0,131.0,2.0,1.0,1.0,4.0,3.0,0,1,7.63768115942029,0,4.0,29.546875,2.0,532.0,1,0,0,0,0,0,0,0,0,0,0
2.0,103.0,3.0,1.0,1.0,5.0,0.0,0,1,81.0,0,6.0,27.0,7.0,131.8421052631579,0,0,0,0,1,0,0,0,0,0,0
2.0,88.0,2.0,1.0,1.0,4.0,1.0,0,1,25.0,0,4.0,18.0,6.0,163.68421052631578,0,0,0,0,0,0,0,1,0,0,0
2.0,34.0,1.0,1.0,1.0,3.0,3.0,0,0,9.578212290502794,0,5.0,22.0,5.0,146.0,0,1,0,0,0,0,0,0,0,0,0
2.0,90.0,2.0,1.0,2.0,5.0,3.0,0,1,12.0,0,4.0,31.515873015873016,7.0,26.0,0,0,0,0,0,0,0,1,0,0,0
3.0,70.0,2.0,1.0,1.0,4.0,2.0,0,1,14.0,0,4.0,22.0,1.0,218.1075692963753,0,1,0,0,0,0,0,0,0,0,0
2.0,69.0,1.0,1.0,1.0,2.0,1.0,0,0,9.433333333333334,0,4.0,28.153846153846157,5.0,207.0,0,0,0,0,0,0,0,1,0,0,0
3.0,134.0,2.0,2.0,2.0,6.0,2.0,0,1,14.0,0,6.0,44.0,9.0,58.52941176470589,0,0,0,0,0,0,0,0,0,1,0
2.0,55.0,1.0,1.0,1.0,1.0,2.0,0,1,13.0,0,6.0,36.0,7.0,82.0,0,0,0,0,0,1,0,0,0,0,0
2.0,93.0,2.0,1.0,1.0,2.0,2.0,0,1,9.0,0,6.0,35.142857142857146,6.0,144.18260869565216,0,0,0,0,1,0,0,0,0,0,0
2.0,148.0,3.0,1.0,1.0,5.0,1.0,0,1,18.0,0,4.0,30.0,6.0,160.1951219512195,0,0,0,0,0,0,0,0,0,0,1
3.0,73.0,1.0,1.0,2.0,4.0,3.0,0,1,16.0,0,6.0,30.37837837837838,6.0,211.90892156862745,0,0,0,0,0,0,0,0,1,0,0
3.0,105.0,2.0,1.0,2.0,5.0,3.0,0,1,9.0,0,6.0,34.0,6.0,127.11111111111111,0,0,0,0,0,0,0,0,1,0,0
2.0,122.0,3.0,1.0,1.5,3.0,1.0,0,1,27.0,1,6.0,39.95,6.0,138.7391304347826,0,0,0,0,0,0,0,1,0,0,0
2.0,125.0,3.0,1.0,2.0,6.0,1.0,0,0,14.384615384615383,0,4.0,38.0,6.0,123.0,0,0,0,0,1,0,0,0,0,0,0
3.0,76.0,1.0,1.0,1.0,3.0,3.0,0,1,3.0,0,6.0,30.0,6.0,95.0,0,1,0,0,0,0,0,0,0,0,0
2.0,97.0,2.0,1.0,1.0,4.0,1.0,0,1,4.0,0,4.0,19.0,6.0,163.68421052631578,0,0,0,0,0,0,0,1,0,0,0
2.0,98.0,2.0,1.0,1.0,4.0,3.0,0,1,33.0,0,6.0,32.0,7.0,45.0,0,1,0,0,0,0,0,0,0,0,0
2.0,82.19421487603306,1.0,1.0,1.0,2.0,1.0,0,0,13.392523364485982,0,4.0,30.75675675675676,5.0,249.0,0,0,0,0,0,0,0,0,0,0,1
2.5,117.75757575757576,3.0,1.0,1.0,3.0,3.0,0,1,25.807692307692307,0,6.0,39.85365853658536,6.0,120.16666666666669,0,0,0,0,0,0,0,0,1,0,0
2.0,83.0,2.0,1.0,1.0,4.0,1.0,0,1,6.0,0,6.0,36.0,7.0,97.72115384615384,0,0,0,0,0,1,0,0,0,0,0
2.0,95.0,2.0,1.0,1.0,4.0,1.0,0,1,14.0,0,6.0,39.0,6.0,86.0,0,0,0,0,0,0,1,0,0,0,0
2.0,151.0,2.0,2.0,2.0,6.0,3.0,0,1,13.0,1,6.0,42.0,7.0,12.0,0,0,0,0,0,0,0,1,0,0,0
2.0,35.0,0.0,1.0,1.0,1.0,1.0,0,0,8.987179487179487,0,4.0,30.0,4.0,210.0,0,1,0,0,0,0,0,0,0,0,0
2.0,63.0,1.0,1.0,1.0,1.0,1.0,0,1,23.0,0,4.0,25.25,5.0,270.65384615384613,0,0,0,1,0,0,0,0,0,0,0
2.0,85.0,2.0,2.0,2.0,6.0,3.0,0,0,12.023584905660377,0,4.0,30.0,5.0,142.0,0,1,0,0,0,0,0,0,0,0,0
2.0,66.0,1.0,1.0,1.0,3.0,3.0,0,0,12.023584905660377,1,6.0,20.0,7.0,45.0,0,1,0,0,0,0,0,0,0,0,0
2.0,53.0,1.0,1.0,1.0,3.0,1.0,0,0,7.63768115942029,0,5.0,30.0,6.0,144.0,1,0,0,0,0,0,0,0,0,0,0
2.0,130.0,3.0,1.0,2.0,6.0,1.0,0,1,32.0,0,5.0,41.48275862068966,6.0,151.9254887218045,1,0,0,0,0,0,0,0,0,0,0
4.0,89.0,2.0,1.0,1.0,4.0,1.0,0,1,14.0,0,6.0,34.053763440860216,6.0,95.80851063829788,0,0,1,0,0,0,0,0,0,0,0
2.0,60.0,2.0,1.0,1.0,2.0,1.0,0,1,13.392523364485982,0,4.0,30.75675675675676,6.0,176.0,0,0,0,0,0,0,0,0,0,0,1
2.0,75.0,2.0,1.0,1.0,4.0,3.0,1,0,18.07547169811321,0,5.0,30.0,5.0,227.0,0,0,0,0,0,0,0,0,0,0,1
4.0,104.0,2.0,1.0,2.0,5.0,3.0,0,1,9.0,0,6.0,40.0,6.0,93.0,0,0,0,0,0,0,0,0,0,1,0
2.0,91.0,1.0,1.0,1.0,3.0,3.0,1,1,16.0,0,6.0,30.0,7.0,59.81,0,0,0,0,0,0,0,1,0,0,0
2.0,87.0,2.0,1.0,1.0,4.0,3.0,0,1,6.0,0,4.0,38.0,6.0,164.60368932038836,0,0,0,0,0,0,0,0,0,0,1
2.0,139.0,2.0,1.0,2.0,5.0,3.0,0,1,4.0,0,4.0,30.0,3.0,247.0,0,1,0,0,0,0,0,0,0,0,0
4.0,76.0,2.0,1.0,1.0,4.0,1.0,0,1,24.0,0,4.0,32.92857142857143,6.0,164.60368932038836,0,0,0,0,0,0,0,0,0,0,1
2.0,110.0,2.0,1.0,1.0,4.0,3.0,0,1,12.023584905660377,0,3.0,33.66778523489933,4.0,194.0,0,1,0,0,0,0,0,0,0,0,0
3.0,88.0,2.0,1.0,2.0,5.0,3.0,0,1,12.023584905660377,0,6.0,33.66778523489933,6.0,70.0,0,1,0,0,0,0,0,0,0,0,0
2.0,66.0,1.0,1.0,1.0,1.0,1.0,0,1,8.0,0,6.0,30.59036144578313,7.0,84.30985915492958,0,0,0,0,0,0,1,0,0,0,0
3.0,120.0,3.0,1.0,2.0,6.0,1.0,0,1,10.0,1,6.0,40.0,6.0,378.2321428571428,0,0,0,0,0,0,0,0,0,1,0
2.0,94.0,2.0,1.0,1.0,4.0,1.0,0,1,10.0,0,6.0,34.0,6.0,86.0,0,0,0,0,0,0,1,0,0,0,0
2.0,65.0,1.0,1.0,1.0,3.0,2.0,0,1,10.0,0,4.0,27.0,6.0,182.0,0,0,0,0,0,0,0,0,1,0,0
2.0,137.0,3.0,2.0,2.0,7.0,3.0,0,1,58.0,0,6.0,36.0,6.0,174.8125,0,0,0,0,0,0,0,0,0,0,1
2.0,97.0,3.0,1.0,2.0,6.0,1.0,0,0,8.333333333333334,0,4.0,34.0,5.0,266.0,0,0,0,0,0,0,0,0,0,0,1
2.0,97.0,3.0,1.0,1.0,5.0,2.0,0,0,12.334437086092716,0,3.0,32.317880794701985,6.0,212.8184000111898,1,0,0,0,0,0,0,0,0,0,0
3.5,62.0,1.0,1.0,1.0,3.0,3.0,0,1,5.0,0,6.0,17.0,6.0,116.0,0,0,0,0,0,0,0,0,0,1,0
2.0,180.0,2.0,2.0,2.0,6.0,1.0,0,1,20.0,1,4.0,60.0,3.0,255.0,0,1,0,0,0,0,0,0,0,0,0
3.0,171.0,4.0,2.0,3.0,9.0,3.0,0,0,18.276315789473685,0,5.0,33.0,5.0,255.0,0,0,0,0,0,0,0,0,0,1,0
2.0,83.0,2.0,1.0,1.0,3.0,3.0,0,1,5.0,0,6.0,30.75675675675676,6.0,182.9360465116279,0,0,0,0,0,0,0,0,0,0,1
3.0,103.0,2.0,2.0,2.0,6.0,3.0,0,1,20.0,0,6.0,37.0,7.0,90.8974358974359,0,0,0,0,0,0,0,0,0,1,0
2.0,175.0,3.0,1.0,2.0,6.0,1.0,0,0,30.904761904761905,0,6.0,36.0,7.0,91.0,0,0,0,0,0,0,0,0,0,0,1
2.0,85.0,2.0,1.0,1.0,4.0,2.0,0,1,8.0,0,2.0,29.546875,5.0,235.0,1,0,0,0,0,0,0,0,0,0,0
3.0,61.0,1.0,1.0,1.0,2.0,1.0,0,1,3.0,0,4.0,23.1,6.0,239.563125,0,0,0,0,0,0,0,0,1,0,0
3.0,69.0,1.0,1.0,1.0,2.0,0.0,0,1,90.0,1,5.0,29.20289855072464,6.0,177.78571428571428,0,0,1,0,0,0,0,0,0,0,0
3.0,117.0,3.0,1.0,1.0,4.0,3.0,0,1,25.0,0,6.0,37.02173913043478,6.0,122.58333333333331,0,0,0,0,0,0,0,0,1,0,0
2.0,70.0,2.0,1.0,1.0,4.0,1.0,0,0,12.334437086092716,0,4.0,20.0,6.0,125.0,1,0,0,0,0,0,0,0,0,0,0
2.0,99.0,1.0,1.0,2.0,4.0,1.0,0,1,12.0,0,4.0,34.2,6.0,126.57142857142856,0,0,0,1,0,0,0,0,0,0,0
2.0,89.0,2.0,1.0,1.0,4.0,1.0,0,1,15.0,1,4.0,32.317880794701985,6.0,212.8184000111898,1,0,0,0,0,0,0,0,0,0,0
2.0,89.0,2.0,1.0,2.0,3.0,3.0,0,1,5.0,0,4.0,38.07826086956522,6.0,119.33431506849315,0,1,0,0,0,0,0,0,0,0,0
2.0,184.0,3.0,2.0,3.0,8.0,3.0,0,1,11.0,0,6.0,55.0,3.0,233.0,0,1,0,0,0,0,0,0,0,0,0
2.0,99.0,2.0,1.0,1.0,3.0,1.0,0,1,4.0,0,6.0,39.80769230769231,7.0,76.7752808988764,0,0,0,0,0,0,1,0,0,0,0
3.0,80.0,2.0,1.0,1.0,3.0,1.0,0,1,16.0,0,4.0,26.0,4.0,218.1075692963753,0,1,0,0,0,0,0,0,0,0,0
2.0,72.0,1.0,1.0,1.0,3.0,1.0,0,1,11.0,0,4.0,32.666666666666664,6.0,139.9142857142857,0,0,0,1,0,0,0,0,0,0,0
2.0,95.0,2.0,1.0,1.0,4.0,0.0,0,1,13.0,0,5.0,41.48275862068966,6.0,151.9254887218045,1,0,0,0,0,0,0,0,0,0,0
3.0,115.0,3.0,2.0,1.0,5.0,3.0,0,1,6.0,0,6.0,56.072463768115945,7.0,34.52,0,1,0,0,0,0,0,0,0,0,0
4.0,87.0,2.0,1.0,1.0,4.0,1.0,0,1,16.0,0,6.0,34.053763440860216,6.0,95.80851063829788,0,0,1,0,0,0,0,0,0,0,0
2.0,118.0,2.0,1.0,1.0,4.0,3.0,0,1,10.0,0,6.0,42.0,6.0,122.58333333333331,0,0,0,0,0,0,0,0,1,0,0
2.0,75.0,1.0,1.0,1.0,3.0,1.0,0,1,5.0,0,4.0,29.765217391304347,6.0,163.68421052631578,0,0,0,0,0,0,0,1,0,0,0
2.0,79.0,2.0,1.0,1.0,4.0,1.0,0,1,12.0,0,6.0,26.0,6.0,89.0,0,0,0,0,1,0,0,0,0,0,0
2.0,80.0,2.0,1.0,1.0,4.0,1.0,0,1,15.0,0,6.0,26.0,5.0,290.0,1,0,0,0,0,0,0,0,0,0,0
2.0,75.0,1.0,1.0,1.0,3.0,3.0,0,1,17.0,0,6.0,20.0,6.0,163.68421052631578,0,0,0,0,0,0,0,1,0,0,0
2.0,55.0,1.0,1.0,1.0,3.0,2.0,0,1,3.0,0,2.0,24.28688524590164,2.0,308.0,0,1,0,0,0,0,0,0,0,0,0
4.0,106.0,2.0,1.0,2.0,5.0,1.0,0,1,15.0,0,6.0,48.0,7.0,102.0909090909091,0,0,1,0,0,0,0,0,0,0,0
2.0,63.0,1.0,1.0,1.0,3.0,3.0,0,1,5.0,0,6.0,45.16,6.0,138.82,1,0,0,0,0,0,0,0,0,0,0
4.0,106.0,2.0,1.0,1.0,3.0,3.0,0,1,30.0,0,6.0,56.072463768115945,7.0,45.0,0,1,0,0,0,0,0,0,0,0,0
2.0,61.0,1.0,1.0,1.0,1.0,1.0,0,1,8.0,0,6.0,30.59036144578313,7.0,84.30985915492958,0,0,0,0,0,0,1,0,0,0,0
2.0,95.0,2.0,1.0,2.0,5.0,1.0,0,1,5.0,0,6.0,33.66778523489933,5.0,202.54992167101827,0,1,0,0,0,0,0,0,0,0,0
3.0,91.0,2.0,1.0,1.0,4.0,1.0,0,1,4.0,0,6.0,30.0,5.0,192.0,0,0,0,0,1,0,0,0,0,0,0
3.0,69.0,2.0,1.0,2.0,5.0,1.0,0,0,13.971428571428572,0,6.0,32.0,6.0,140.0,0,0,1,0,0,0,0,0,0,0,0
2.0,155.0,3.0,1.0,1.0,4.0,1.0,0,1,17.0,0,6.0,72.0,7.0,76.7752808988764,0,0,0,0,0,0,1,0,0,0,0
4.0,107.0,2.0,1.0,1.0,4.0,1.0,0,1,10.0,0,6.0,40.0,6.0,90.0,0,0,1,0,0,0,0,0,0,0,0
4.0,61.0,1.0,1.0,1.0,3.0,1.0,0,1,22.0,1,6.0,25.0,6.0,95.80851063829788,0,0,1,0,0,0,0,0,0,0,0
4.0,78.0,1.0,1.0,1.0,3.0,1.0,0,1,11.0,0,6.0,32.317880794701985,6.0,212.8184000111898,1,0,0,0,0,0,0,0,0,0,0
2.0,115.0,2.0,2.0,2.0,6.0,3.0,0,1,15.0,0,6.0,49.0,6.0,95.0,0,1,0,0,0,0,0,0,0,0,0
3.0,104.0,3.0,2.0,2.0,7.0,3.0,0,1,12.023584905660377,0,6.0,33.66778523489933,6.0,70.0,0,1,0,0,0,0,0,0,0,0,0
2.0,67.0,1.0,1.0,1.0,2.0,1.0,0,0,7.63768115942029,0,2.0,18.0,4.0,337.0,1,0,0,0,0,0,0,0,0,0,0
2.0,199.0,4.0,3.0,2.0,7.0,3.0,1,1,16.0,0,6.0,69.0,6.0,160.0,1,0,0,0,0,0,0,0,0,0,0
2.0,138.0,2.0,1.0,1.0,4.0,3.0,0,0,18.07547169811321,0,5.0,30.0,6.0,135.0,0,0,0,0,0,0,0,0,0,0,1
2.0,67.0,1.0,1.0,2.0,4.0,2.0,0,1,3.0,0,4.0,38.0,1.0,756.0,0,1,0,0,0,0,0,0,0,0,0
2.0,104.0,2.0,1.0,1.0,4.0,3.0,0,1,10.0,0,4.0,32.666666666666664,6.0,139.9142857142857,0,0,0,1,0,0,0,0,0,0,0
4.0,62.0,1.0,1.0,1.0,3.0,1.0,0,1,11.0,0,6.0,26.0,6.0,95.80851063829788,0,0,1,0,0,0,0,0,0,0,0
4.0,133.0,3.0,1.0,1.0,4.0,1.0,0,0,13.971428571428572,0,6.0,34.053763440860216,5.0,251.0,0,0,1,0,0,0,0,0,0,0,0
2.0,155.0,3.0,1.0,1.0,4.0,1.0,0,1,17.97142857142857,0,4.0,32.92857142857143,6.0,165.0,0,0,0,0,0,0,0,0,0,0,1
2.0,80.0,2.0,1.0,2.0,5.0,2.0,0,0,12.334437086092716,0,5.0,30.0,7.0,65.0,1,0,0,0,0,0,0,0,0,0,0
2.0,107.0,2.0,1.0,1.0,2.0,3.0,0,0,15.344117647058823,0,6.0,56.072463768115945,6.0,133.041484375,0,1,0,0,0,0,0,0,0,0,0
4.0,90.0,2.0,1.0,1.0,4.0,1.0,0,1,16.0,0,6.0,37.0,7.0,99.62162162162164,0,0,0,0,0,0,0,0,0,1,0
2.0,73.48758865248227,2.0,1.0,1.0,4.0,2.0,0,0,9.578212290502794,0,2.0,21.0,1.0,589.0,0,1,0,0,0,0,0,0,0,0,0
2.0,131.0,2.0,2.0,2.0,6.0,3.0,0,1,22.0,1,6.0,48.0,6.0,130.45454545454547,0,1,0,0,0,0,0,0,0,0,0
2.0,70.0,1.0,1.0,1.0,2.0,3.0,0,1,4.0,0,6.0,45.16,6.0,138.82,1,0,0,0,0,0,0,0,0,0,0
2.0,78.0,2.0,1.0,1.0,4.0,1.0,0,1,8.0,0,4.0,30.0,6.0,163.68421052631578,0,0,0,0,0,0,0,1,0,0,0
4.0,85.0,2.0,1.0,1.0,4.0,1.0,0,1,13.0,0,6.0,26.0,6.0,95.80851063829788,0,0,1,0,0,0,0,0,0,0,0
4.0,119.0,3.0,1.0,1.0,5.0,1.0,0,1,9.0,0,4.0,29.252225519287837,3.0,231.0,0,1,0,0,0,0,0,0,0,0,0
2.0,49.0,1.0,1.0,1.0,3.0,1.0,0,0,8.987179487179487,0,2.0,15.0,1.0,560.0,0,1,0,0,0,0,0,0,0,0,0
4.0,55.0,1.0,1.0,1.0,3.0,3.0,0,1,20.0,0,4.0,29.252225519287837,4.0,218.1075692963753,0,1,0,0,0,0,0,0,0,0,0
3.0,55.0,1.0,1.0,1.0,2.0,2.0,0,1,7.0,0,4.0,29.252225519287837,6.0,46.0,0,1,0,0,0,0,0,0,0,0,0
2.0,114.0,2.0,2.0,2.0,6.0,3.0,0,1,53.0,0,6.0,30.0,6.0,46.0,0,1,0,0,0,0,0,0,0,0,0
3.0,16.0,1.0,1.0,1.0,3.0,3.0,0,0,10.197080291970805,0,4.0,30.37837837837838,7.0,211.90892156862745,0,0,0,0,0,0,0,0,1,0,0
4.0,114.0,2.0,1.0,1.0,4.0,1.0,0,1,75.0,0,6.0,32.92857142857143,6.0,164.60368932038836,0,0,0,0,0,0,0,0,0,0,1
2.0,85.0,2.0,1.0,1.0,3.0,1.0,0,1,17.80544747081712,1,4.0,41.48275862068966,5.0,226.0,1,0,0,0,0,0,0,0,0,0,0
2.0,115.0,3.0,1.0,1.0,4.0,1.0,0,1,10.0,0,6.0,45.16,5.0,216.0,1,0,0,0,0,0,0,0,0,0,0
3.0,76.0,2.0,1.0,1.0,4.0,2.0,0,1,12.334437086092716,1,4.0,32.317880794701985,6.0,212.8184000111898,1,0,0,0,0,0,0,0,0,0,0
2.0,97.0,1.0,1.0,1.0,3.0,3.0,0,0,12.023584905660377,0,6.0,33.66778523489933,6.0,85.0,0,1,0,0,0,0,0,0,0,0,0
4.0,77.0,2.0,1.0,1.0,4.0,1.0,1,1,5.714285714285714,0,4.0,26.8,6.0,136.0,0,0,0,0,0,0,0,0,0,1,0
4.0,82.0,2.0,1.0,1.0,4.0,1.0,0,1,10.0,0,4.0,32.92857142857143,6.0,164.60368932038836,0,0,0,0,0,0,0,0,0,0,1
2.0,91.0,2.0,1.0,1.0,4.0,1.0,0,1,13.0,0,4.0,40.0,7.0,91.0,1,0,0,0,0,0,0,0,0,0,0
2.0,107.0,2.0,2.0,2.0,2.0,1.0,0,1,11.0,0,6.0,47.296875,6.0,125.9964,0,1,0,0,0,0,0,0,0,0,0
2.0,119.0,2.0,1.0,1.0,3.0,1.0,0,1,10.0,0,6.0,53.0,7.0,76.7752808988764,0,0,0,0,0,0,1,0,0,0,0
4.0,92.0,2.0,1.0,1.0,4.0,0.0,0,1,15.0,0,6.0,56.340425531914896,7.0,58.0,0,0,1,0,0,0,0,0,0,0,0
2.0,126.0,2.0,1.0,1.0,4.0,1.0,0,1,18.0,0,6.0,32.92857142857143,6.0,164.60368932038836,0,0,0,0,0,0,0,0,0,0,1
3.0,72.0,1.0,1.0,1.0,2.0,1.0,0,1,7.0,0,5.0,27.0,6.0,177.78571428571428,0,0,1,0,0,0,0,0,0,0,0
2.0,99.0,2.0,1.0,1.0,4.0,3.0,0,1,12.0,0,6.0,34.0,7.0,1.0,0,0,0,0,0,0,0,1,0,0,0
2.0,93.0,2.0,1.0,1.0,4.0,1.0,0,1,11.0,0,6.0,30.0,7.0,84.0,0,0,0,0,0,0,1,0,0,0,0
2.0,58.0,1.0,1.0,1.0,3.0,3.0,0,1,12.334437086092716,1,6.0,38.0,6.0,212.8184000111898,1,0,0,0,0,0,0,0,0,0,0
2.0,81.0,2.0,1.0,1.0,4.0,2.0,0,1,4.0,0,4.0,30.37837837837838,4.0,342.0,0,0,0,0,0,0,0,0,1,0,0
2.0,85.0,2.0,1.0,1.0,3.0,1.0,0,0,12.334437086092716,0,4.0,32.317880794701985,3.0,494.0,1,0,0,0,0,0,0,0,0,0,0
2.0,147.0,2.0,1.0,2.0,5.0,1.0,0,1,17.80544747081712,0,5.0,41.48275862068966,6.0,188.0,1,0,0,0,0,0,0,0,0,0,0
2.0,70.0,1.0,1.0,1.0,3.0,3.0,0,1,8.0,0,6.0,33.66778523489933,7.0,44.0,0,1,0,0,0,0,0,0,0,0,0
2.0,128.0,3.0,2.0,2.0,7.0,3.0,0,0,15.344117647058823,0,6.0,35.0,4.0,170.0,0,1,0,0,0,0,0,0,0,0,0
4.0,149.0,3.0,2.0,2.0,7.0,3.0,0,1,41.0,0,6.0,48.0,6.0,93.0,0,0,0,0,0,0,0,0,0,1,0
3.0,192.0,5.0,3.0,2.0,10.0,3.0,0,1,5.0,0,6.0,40.0,3.0,260.0,0,1,0,0,0,0,0,0,0,0,0
2.0,106.0,3.0,1.0,1.0,5.0,1.0,0,1,5.0,0,4.0,28.0,6.0,177.0,1,0,0,0,0,0,0,0,0,0,0
