Facades,Habitable Surface,Bedroom Count,Bathroom Count,Toilet Count,Room Count,Kitchen Type,Furnished,Terrace,Terrace Surface,Garden Exists,State of Building,Living Surface,EPC,Consumption Per m2,ANTWERPEN,BRUSSEL,HENEGOUWEN,LIMBURG,LUIK,LUXEMBURG,NAMEN,OOST-VLAANDEREN,VLAAMS-BRABANT,WAALS-BRABANT,WEST-VLAANDEREN
2.0,118.0,2.0,1.0,2.0,5.0,1.0,0,1,3.0,0,4.0,43.0,6.0,110.0,1,0,0,0,0,0,0,0,0,0,0
3.0,71.0,2.0,1.0,1.0,4.0,2.0,1,1,18.07547169811321,0,3.0,30.0,5.0,284.0,0,0,0,0,0,0,0,0,0,0,1
2.0,119.0,3.0,2.0,2.0,5.0,3.0,0,1,10.0,0,6.0,38.07826086956522,6.0,119.33431506849315,0,1,0,0,0,0,0,0,0,0,0
2.0,164.0,3.0,2.0,2.0,7.0,1.0,0,1,20.0,0,6.0,32.0,7.0,45.0,0,1,0,0,0,0,0,0,0,0,0
3.0,254.0,3.0,1.0,2.0,6.0,2.0,0,1,12.257575757575758,0,5.0,45.0,5.0,206.0,0,0,1,0,0,0,0,0,0,0,0
3.0,51.0,1.0,1.0,1.0,3.0,1.0,1,0,13.392523364485982,0,4.0,30.75675675675676,6.0,116.0,0,0,0,0,0,0,0,0,0,0,1
4.0,86.0,2.0,1.0,1.0,4.0,1.0,0,1,15.0,0,6.0,35.0,6.0,378.2321428571428,0,0,0,0,0,0,0,0,0,1,0
4.0,142.0,3.0,1.0,2.0,4.0,3.0,0,1,52.0,0,6.0,38.07826086956522,7.0,45.0,0,1,0,0,0,0,0,0,0,0,0
3.0,86.0,2.0,1.0,2.0,5.0,3.0,0,1,19.0,0,6.0,37.02173913043478,6.0,122.58333333333331,0,0,0,0,0,0,0,0,1,0,0
3.0,88.0,2.0,1.0,1.0,4.0,1.0,0,1,5.714285714285714,0,4.0,26.8,5.0,205.0,0,0,0,0,0,0,0,0,0,1,0
2.0,49.0,1.0,1.0,1.0,3.0,1.0,0,1,9.0,0,4.0,29.765217391304347,6.0,163.68421052631578,0,0,0,0,0,0,0,1,0,0,0
2.0,47.0,1.0,1.0,1.0,3.0,1.0,0,1,8.0,0,4.0,31.666666666666668,7.0,79.0,0,0,0,0,0,1,0,0,0,0,0
2.0,85.0,2.0,1.0,1.0,4.0,2.0,0,1,9.0,0,3.0,31.0,3.0,252.0,0,1,0,0,0,0,0,0,0,0,0
2.0,114.0,3.0,1.0,1.0,5.0,2.0,0,0,10.197080291970805,0,4.0,10.0,4.0,345.0,0,0,0,0,0,0,0,0,1,0,0
3.0,103.48230088495576,2.0,1.0,1.0,2.0,3.0,0,1,12.0,0,6.0,37.02173913043478,6.0,122.58333333333331,0,0,0,0,0,0,0,0,1,0,0
3.0,74.0,1.0,1.0,1.0,2.0,1.0,0,1,23.0,0,5.0,27.0,6.0,177.78571428571428,0,0,1,0,0,0,0,0,0,0,0
4.0,87.0,2.0,1.0,1.0,4.0,1.0,0,1,4.0,0,4.0,30.75675675675676,6.0,182.9360465116279,0,0,0,0,0,0,0,0,0,0,1
2.0,77.0,1.0,1.0,1.0,3.0,3.0,0,1,19.0,0,6.0,34.0,6.0,59.0,0,1,0,0,0,0,0,0,0,0,0
2.0,150.0,4.0,2.0,2.0,8.0,2.0,0,0,9.578212290502794,1,3.0,26.0,2.0,336.0,0,1,0,0,0,0,0,0,0,0,0
2.0,130.0,2.0,1.0,1.0,4.0,3.0,0,0,12.023584905660377,0,6.0,30.0,2.0,281.0,0,1,0,0,0,0,0,0,0,0,0
2.0,135.0,3.0,2.0,2.0,7.0,3.0,0,1,14.0,0,6.0,40.0,5.0,104.0,0,1,0,0,0,0,0,0,0,0,0
4.0,142.0,3.0,2.0,1.0,6.0,3.0,0,1,11.0,1,6.0,39.85365853658536,7.0,120.16666666666669,0,0,0,0,0,0,0,0,1,0,0
2.0,142.0,3.0,2.0,2.0,5.0,3.0,0,0,25.75,0,6.0,44.35294117647059,5.0,6387.0,0,1,0,0,0,0,0,0,0,0,0
2.0,87.0,3.0,2.0,1.0,6.0,3.0,0,0,29.205128205128204,0,6.0,38.8,6.0,186.0,0,0,0,0,0,0,0,0,0,0,1
2.0,85.0,2.0,2.0,2.0,6.0,1.0,0,1,9.0,0,6.0,36.0,7.0,70.0,0,0,0,0,0,0,0,0,0,0,1
2.0,67.0,1.0,1.0,1.0,1.0,3.0,0,0,10.197080291970805,0,6.0,30.37837837837838,7.0,20.0,0,0,0,0,0,0,0,0,1,0,0
4.0,113.0,3.0,1.0,2.0,6.0,1.0,0,1,10.0,0,6.0,41.0,7.0,80.0,0,0,1,0,0,0,0,0,0,0,0
4.0,83.0,1.0,1.0,2.0,4.0,3.0,0,1,15.0,0,6.0,33.0,6.0,93.0,0,0,0,0,0,0,0,0,0,1,0
2.0,69.0,1.0,1.0,1.0,3.0,1.0,0,1,5.0,0,4.0,32.317880794701985,6.0,212.8184000111898,1,0,0,0,0,0,0,0,0,0,0
2.0,96.0,3.0,2.0,2.0,5.0,3.0,0,1,30.904761904761905,0,4.0,36.0,6.0,130.0,0,0,0,0,0,0,0,0,0,0,1
2.0,104.0,3.0,1.0,2.0,6.0,2.0,0,0,15.796934865900385,0,4.0,31.515873015873016,7.0,27.0,0,0,0,0,0,0,0,1,0,0,0
2.0,136.0,2.0,1.0,1.0,4.0,1.0,0,1,14.0,0,6.0,49.0,6.0,93.0,0,1,0,0,0,0,0,0,0,0,0
4.0,89.0,2.0,1.0,1.0,4.0,3.0,0,1,24.0,1,6.0,37.02173913043478,7.0,20.0,0,0,0,0,0,0,0,0,1,0,0
4.0,95.0,2.0,2.0,2.0,6.0,3.0,0,1,10.0,0,6.0,38.8,7.0,38.0,0,0,0,0,0,0,0,0,0,0,1
2.0,88.0,2.0,1.0,1.0,4.0,1.0,0,1,40.0,1,4.0,30.0,4.0,197.0,0,1,0,0,0,0,0,0,0,0,0
2.0,86.0,2.0,1.0,1.0,4.0,1.0,0,0,13.392523364485982,1,4.0,24.0,6.0,121.0,0,0,0,0,0,0,0,0,0,0,1
4.0,121.0,3.0,1.0,1.0,5.0,1.0,0,1,10.0,0,4.0,32.92857142857143,6.0,164.60368932038836,0,0,0,0,0,0,0,0,0,0,1
4.0,83.0,2.0,1.0,1.0,4.0,1.0,0,1,3.0,0,2.0,30.0,6.0,199.0,1,0,0,0,0,0,0,0,0,0,0
2.0,105.0,3.0,2.0,2.0,7.0,2.0,0,1,16.0,0,4.0,23.0,5.0,136.0,0,1,0,0,0,0,0,0,0,0,0
2.0,94.0,2.0,1.0,1.0,4.0,1.0,0,1,5.0,0,4.0,32.92857142857143,9.0,164.60368932038836,0,0,0,0,0,0,0,0,0,0,1
2.0,78.0,2.0,1.0,1.0,3.0,1.0,0,1,8.0,0,6.0,35.142857142857146,7.0,144.18260869565216,0,0,0,0,1,0,0,0,0,0,0
2.0,89.0,2.0,1.0,1.0,4.0,3.0,0,1,10.0,0,6.0,33.66778523489933,7.0,39.5,0,1,0,0,0,0,0,0,0,0,0
4.0,68.0,2.0,1.0,1.0,3.0,1.0,0,0,8.852459016393443,0,4.0,29.0,3.0,397.0,0,0,0,0,1,0,0,0,0,0,0
3.0,123.0,3.0,1.0,1.0,5.0,1.0,0,1,19.0,0,6.0,39.85365853658536,6.0,120.16666666666669,0,0,0,0,0,0,0,0,1,0,0
4.0,84.0,2.0,1.0,1.0,4.0,1.0,0,1,19.0,0,6.0,31.0,7.0,102.0909090909091,0,0,1,0,0,0,0,0,0,0,0
3.0,251.0,4.0,1.0,2.0,7.0,0.0,0,1,12.955696202531646,0,6.0,39.80769230769231,7.0,76.7752808988764,0,0,0,0,0,0,1,0,0,0,0
2.0,101.0,2.0,1.0,1.0,4.0,3.0,0,1,10.0,0,4.0,32.666666666666664,6.0,139.9142857142857,0,0,0,1,0,0,0,0,0,0,0
4.0,99.0,2.0,1.0,1.0,4.0,1.0,0,1,12.0,0,6.0,38.0,6.0,90.0,0,0,1,0,0,0,0,0,0,0,0
4.0,110.0,2.0,1.0,1.0,4.0,1.0,0,1,12.0,0,4.0,31.515873015873016,7.0,80.43838983050847,0,0,0,0,0,0,0,1,0,0,0
2.0,71.0,1.0,1.0,1.0,3.0,1.0,0,0,17.80544747081712,0,4.0,34.0,5.0,250.0,1,0,0,0,0,0,0,0,0,0,0
3.0,81.0,2.0,1.0,1.0,4.0,1.0,0,0,12.334437086092716,0,4.0,40.0,2.0,535.0,1,0,0,0,0,0,0,0,0,0,0
2.0,32.0,1.0,1.0,1.0,3.0,1.0,0,0,7.63768115942029,0,4.0,29.546875,6.0,128.0,1,0,0,0,0,0,0,0,0,0,0
2.0,86.0,2.0,1.0,1.0,3.0,3.0,0,1,16.0,1,6.0,37.02173913043478,6.0,122.58333333333331,0,0,0,0,0,0,0,0,1,0,0
2.0,47.0,0.0,1.0,1.0,2.0,3.0,0,1,8.987179487179487,0,6.0,24.28688524590164,6.0,75.0,0,1,0,0,0,0,0,0,0,0,0
2.0,68.0,1.0,1.0,1.0,3.0,3.0,0,1,16.0,0,6.0,28.0,7.0,45.0,0,1,0,0,0,0,0,0,0,0,0
4.0,120.0,3.0,1.0,2.0,6.0,3.0,0,1,13.704347826086956,0,6.0,35.0,3.0,403.0,0,0,0,0,0,0,0,0,0,1,0
2.0,110.0,2.0,1.0,1.0,4.0,3.0,0,1,12.023584905660377,0,5.0,33.66778523489933,5.0,147.0,0,1,0,0,0,0,0,0,0,0,0
2.0,79.0,2.0,1.0,1.0,4.0,1.0,0,1,7.0,0,4.0,23.0,5.0,183.0,0,0,0,0,1,0,0,0,0,0,0
2.0,53.0,1.0,1.0,1.0,3.0,1.0,0,1,8.0,0,4.0,29.765217391304347,6.0,163.68421052631578,0,0,0,0,0,0,0,1,0,0,0
2.0,90.0,2.0,1.0,1.0,4.0,2.0,0,1,25.0,0,6.0,39.85365853658536,7.0,53.0,0,0,0,0,0,0,0,0,1,0,0
4.0,93.0,2.0,1.0,1.0,3.0,1.0,0,0,13.03045685279188,1,4.0,41.0,6.0,163.68421052631578,0,0,0,0,0,0,0,1,0,0,0
3.0,96.0,2.0,1.0,1.0,3.0,3.0,0,1,3.0,0,6.0,30.37837837837838,6.0,211.90892156862745,0,0,0,0,0,0,0,0,1,0,0
2.0,63.0,1.0,1.0,1.0,3.0,1.0,0,0,8.987179487179487,0,2.0,30.0,2.0,344.0,0,1,0,0,0,0,0,0,0,0,0
2.0,76.0,2.0,1.0,1.0,4.0,1.0,0,1,4.0,0,5.0,26.0,5.0,144.0,0,1,0,0,0,0,0,0,0,0,0
2.0,119.0,2.0,1.0,1.0,4.0,3.0,0,1,12.0,0,6.0,44.0,6.0,120.16666666666669,0,0,0,0,0,0,0,0,1,0,0
4.0,89.0,2.0,1.0,2.0,5.0,1.0,0,1,11.0,0,6.0,37.0,6.0,95.80851063829788,0,0,1,0,0,0,0,0,0,0,0
2.0,92.0,2.0,2.0,2.0,6.0,1.0,0,1,8.0,0,6.0,39.80769230769231,7.0,47.0,0,0,0,0,0,0,1,0,0,0,0
2.0,126.0,3.0,2.0,2.0,7.0,1.0,0,0,12.334437086092716,1,4.0,12.0,4.0,305.0,1,0,0,0,0,0,0,0,0,0,0
2.0,77.0,2.0,1.0,2.0,3.0,3.0,0,0,29.205128205128204,0,6.0,38.8,5.0,264.0,0,0,0,0,0,0,0,0,0,0,1
4.0,95.0,2.0,2.0,1.0,5.0,1.0,0,1,6.0,0,6.0,39.0,6.0,378.2321428571428,0,0,0,0,0,0,0,0,0,1,0
4.0,96.0,2.0,1.0,1.0,4.0,1.0,0,1,25.0,0,4.0,32.317880794701985,6.0,212.8184000111898,1,0,0,0,0,0,0,0,0,0,0
4.0,77.0,1.0,1.0,1.0,3.0,1.0,0,1,16.0,1,6.0,29.765217391304347,6.0,163.68421052631578,0,0,0,0,0,0,0,1,0,0,0
4.0,94.0,2.0,1.0,1.0,3.0,3.0,0,1,13.0,0,5.0,37.0,6.0,151.9254887218045,1,0,0,0,0,0,0,0,0,0,0
4.0,162.0,3.0,2.0,2.0,7.0,3.0,0,1,17.0,1,6.0,42.0,8.0,15.0,0,0,0,0,0,0,0,0,0,1,0
2.0,64.0,1.0,1.0,1.0,3.0,2.0,0,0,7.63768115942029,0,3.0,29.546875,5.0,262.0,1,0,0,0,0,0,0,0,0,0,0
2.0,66.0,1.0,1.0,1.0,1.0,3.0,0,0,12.023584905660377,0,6.0,33.66778523489933,5.0,202.54992167101827,0,1,0,0,0,0,0,0,0,0,0
2.0,95.0,2.0,1.0,1.0,4.0,1.0,1,0,13.03045685279188,0,4.0,29.765217391304347,6.0,189.0,0,0,0,0,0,0,0,1,0,0,0
2.0,90.0,2.0,1.0,1.0,4.0,2.0,0,1,3.0,1,4.0,33.0,4.0,366.0,0,0,0,0,0,0,0,0,1,0,0
3.0,106.0,2.0,1.0,1.0,4.0,3.0,0,1,22.0,0,4.0,50.0,6.0,176.0,1,0,0,0,0,0,0,0,0,0,0
4.0,62.0,1.0,1.0,1.0,3.0,1.0,0,1,11.0,0,6.0,26.0,6.0,378.2321428571428,0,0,0,0,0,0,0,0,0,1,0
3.0,99.0,2.0,1.0,2.0,5.0,3.0,0,1,14.0,0,6.0,33.0,6.0,127.11111111111111,0,0,0,0,0,0,0,0,1,0,0
2.0,82.0,2.0,1.0,1.0,4.0,3.0,0,1,4.0,0,6.0,29.252225519287837,3.0,217.0,0,1,0,0,0,0,0,0,0,0,0
2.0,80.0,2.0,1.0,1.0,4.0,1.0,0,1,18.0,0,4.0,35.0,4.0,166.0,0,1,0,0,0,0,0,0,0,0,0
4.0,92.0,2.0,2.0,1.0,3.0,3.0,0,1,10.0,0,6.0,40.92857142857143,7.0,90.8974358974359,0,0,0,0,0,0,0,0,0,1,0
3.0,96.0,2.0,1.0,1.0,4.0,2.0,0,1,7.63768115942029,0,4.0,29.546875,6.0,135.0,1,0,0,0,0,0,0,0,0,0,0
2.0,88.0,2.0,1.0,1.0,4.0,2.0,0,1,8.25925925925926,0,4.0,25.25,4.0,310.0,0,0,0,1,0,0,0,0,0,0,0
2.0,72.04347826086956,2.0,1.0,1.0,4.0,0.0,0,0,7.63768115942029,0,4.0,29.546875,5.0,219.0,1,0,0,0,0,0,0,0,0,0,0
2.0,18.0,0.0,1.0,1.0,2.0,2.0,0,0,10.197080291970805,0,6.0,30.37837837837838,6.0,211.90892156862745,0,0,0,0,0,0,0,0,1,0,0
2.0,151.0,3.0,1.0,1.0,5.0,3.0,0,1,7.0,0,6.0,55.625,6.0,123.34375,1,0,0,0,0,0,0,0,0,0,0
2.0,134.0,2.0,2.0,2.0,6.0,3.0,0,1,10.0,0,6.0,50.0,5.0,6387.0,0,1,0,0,0,0,0,0,0,0,0
4.0,101.0,2.0,1.0,1.0,4.0,1.0,0,1,12.0,0,6.0,38.0,7.0,80.0,0,0,1,0,0,0,0,0,0,0,0
2.0,113.0,2.0,1.0,1.0,4.0,1.0,0,0,12.334437086092716,0,4.0,35.0,6.0,159.0,1,0,0,0,0,0,0,0,0,0,0
4.0,161.0,3.0,2.0,1.0,6.0,1.0,0,0,12.023584905660377,0,4.0,72.0,3.0,245.0,0,1,0,0,0,0,0,0,0,0,0
2.0,103.0,3.0,1.0,1.0,3.0,1.0,0,1,81.0,0,6.0,30.96,7.0,131.8421052631579,0,0,0,0,1,0,0,0,0,0,0
3.0,118.0,2.0,1.0,1.0,4.0,2.0,0,1,17.0,0,6.0,50.0,7.0,80.43838983050847,0,0,0,0,0,0,0,1,0,0,0
2.0,90.0,2.0,2.0,2.0,6.0,3.0,0,1,7.0,0,6.0,30.0,6.0,79.0,0,1,0,0,0,0,0,0,0,0,0
2.0,135.0,4.0,1.0,1.0,6.0,3.0,0,1,13.03045685279188,0,6.0,29.765217391304347,4.0,372.0,0,0,0,0,0,0,0,1,0,0,0
3.0,124.0,2.0,1.0,1.0,4.0,1.0,0,1,15.796934865900385,1,4.0,31.515873015873016,7.0,80.43838983050847,0,0,0,0,0,0,0,1,0,0,0
2.0,126.0,3.0,1.0,1.0,5.0,2.0,0,1,10.0,0,4.0,31.515873015873016,7.0,80.43838983050847,0,0,0,0,0,0,0,1,0,0,0
3.0,109.0,2.0,1.0,1.0,3.0,2.0,0,1,12.0,0,4.0,46.0,7.0,80.43838983050847,0,0,0,0,0,0,0,1,0,0,0
4.0,89.0,2.0,1.0,1.0,4.0,1.0,0,1,8.0,0,6.0,36.0,7.0,80.0,0,0,1,0,0,0,0,0,0,0,0
2.0,72.04347826086956,1.0,1.0,1.0,3.0,3.0,0,0,7.63768115942029,0,4.0,29.546875,6.0,180.0,1,0,0,0,0,0,0,0,0,0,0
4.0,104.0,2.0,1.0,1.0,3.0,1.0,0,1,5.0,0,4.0,42.0,6.0,129.0,0,0,0,0,1,0,0,0,0,0,0
2.0,97.0,2.0,1.0,1.0,4.0,1.0,0,1,12.023584905660377,0,6.0,33.66778523489933,6.0,74.0,0,1,0,0,0,0,0,0,0,0,0
2.0,76.0,1.0,1.0,1.0,1.0,1.0,0,1,13.0,0,4.0,25.25,5.0,270.65384615384613,0,0,0,1,0,0,0,0,0,0,0
4.0,85.0,2.0,1.0,1.0,3.0,3.0,0,1,9.0,0,6.0,37.46534653465346,7.0,99.62162162162164,0,0,0,0,0,0,0,0,0,1,0
4.0,73.0,1.0,1.0,1.0,3.0,3.0,0,1,39.0,0,6.0,39.95,6.0,138.7391304347826,0,0,0,0,0,0,0,1,0,0,0
2.0,78.0,1.0,1.0,1.0,2.0,3.0,0,1,9.578212290502794,0,6.0,29.252225519287837,6.0,75.0,0,1,0,0,0,0,0,0,0,0,0
2.0,95.0,2.0,1.0,1.0,4.0,1.0,0,1,6.0,0,6.0,36.0,7.0,97.72115384615384,0,0,0,0,0,1,0,0,0,0,0
2.0,91.0,1.0,1.0,1.0,3.0,2.0,0,1,25.0,0,4.0,36.0,4.0,218.1075692963753,0,1,0,0,0,0,0,0,0,0,0
2.0,100.0,2.0,1.0,1.0,4.0,1.0,0,1,2.0,0,6.0,30.75675675675676,6.0,111.0,0,0,0,0,0,0,0,0,0,0,1
2.0,89.0,2.0,2.0,2.0,6.0,1.0,0,1,8.0,0,6.0,39.80769230769231,6.0,89.0,0,0,0,0,0,0,1,0,0,0,0
2.0,50.0,1.0,1.0,1.0,3.0,1.0,0,0,12.257575757575758,0,4.0,25.0,5.0,185.0,0,0,1,0,0,0,0,0,0,0,0
4.0,166.0,3.0,2.0,2.0,7.0,3.0,0,1,2.0,0,4.0,38.07826086956522,1.0,526.0,0,1,0,0,0,0,0,0,0,0,0
3.0,115.0,3.0,1.0,1.0,5.0,1.0,0,0,12.334437086092716,0,4.0,32.317880794701985,2.0,937.0,1,0,0,0,0,0,0,0,0,0,0
2.0,70.0,1.0,1.0,1.0,2.0,1.0,0,1,9.433333333333334,0,6.0,28.153846153846157,6.0,130.0,0,0,0,0,0,0,0,1,0,0,0
2.0,192.0,4.0,2.0,2.0,8.0,3.0,0,1,22.08695652173913,0,4.0,70.0,6.0,123.0,1,0,0,0,0,0,0,0,0,0,0
2.0,76.71428571428571,1.0,1.0,1.0,2.0,1.0,0,0,9.433333333333334,0,4.0,30.0,7.0,49.0,0,0,0,0,0,0,0,1,0,0,0
2.0,114.0,3.0,1.0,2.0,6.0,1.0,0,1,15.796934865900385,1,4.0,45.0,7.0,80.43838983050847,0,0,0,0,0,0,0,1,0,0,0
2.0,81.0,2.0,1.0,1.0,4.0,1.0,0,0,13.058823529411764,0,4.0,14.0,5.0,181.0,0,0,0,0,0,0,1,0,0,0,0
2.0,100.0,3.0,2.0,2.0,7.0,3.0,0,1,8.0,1,2.0,34.0,4.0,200.0,0,1,0,0,0,0,0,0,0,0,0
4.0,111.0,3.0,1.0,1.0,4.0,1.0,0,0,8.852459016393443,0,4.0,26.0,4.0,318.0,0,0,0,0,1,0,0,0,0,0,0
2.0,57.0,1.0,1.0,1.0,2.0,1.0,0,0,8.852459016393443,0,4.0,25.0,5.0,207.0,0,0,0,0,1,0,0,0,0,0,0
2.0,120.0,3.0,2.0,1.0,5.0,1.0,0,1,15.0,0,6.0,30.96,7.0,131.8421052631579,0,0,0,0,1,0,0,0,0,0,0
2.0,118.0,2.0,1.0,1.0,2.0,1.0,0,1,44.0,0,6.0,45.16,6.0,138.82,1,0,0,0,0,0,0,0,0,0,0
2.0,83.0,2.0,1.0,1.0,4.0,1.0,0,0,9.578212290502794,0,6.0,32.0,4.0,198.0,0,1,0,0,0,0,0,0,0,0,0
2.0,100.0,2.0,1.0,1.0,4.0,1.0,0,1,6.0,0,6.0,31.0,3.0,268.0,0,1,0,0,0,0,0,0,0,0,0
2.0,85.0,2.0,1.0,1.0,4.0,1.0,0,1,16.0,0,4.0,35.0,7.0,36.0,1,0,0,0,0,0,0,0,0,0,0
2.0,119.0,3.0,1.0,1.0,4.0,1.0,0,0,21.34426229508197,1,6.0,30.96,6.0,131.8421052631579,0,0,0,0,1,0,0,0,0,0,0
2.0,103.0,2.0,1.0,1.0,3.0,1.0,0,1,7.63768115942029,0,4.0,29.546875,5.0,240.0,1,0,0,0,0,0,0,0,0,0,0
2.0,101.0,2.0,1.0,1.0,2.0,1.0,0,1,8.0,0,6.0,35.142857142857146,6.0,144.18260869565216,0,0,0,0,1,0,0,0,0,0,0
2.0,157.0,3.0,1.0,2.0,6.0,1.0,0,1,22.08695652173913,1,4.0,55.625,5.0,216.0,1,0,0,0,0,0,0,0,0,0,0
2.0,106.0,3.0,1.0,1.0,4.0,1.0,0,0,17.97142857142857,0,6.0,32.92857142857143,6.0,183.0,0,0,0,0,0,0,0,0,0,0,1
2.0,98.0,2.0,1.0,1.0,4.0,3.0,0,1,33.0,0,6.0,33.0,7.0,45.0,0,1,0,0,0,0,0,0,0,0,0
2.0,72.0,2.0,1.0,1.0,4.0,3.0,1,1,15.0,1,6.0,38.8,7.0,92.8,0,0,0,0,0,0,0,0,0,0,1
2.0,100.0,2.0,1.0,1.0,4.0,1.0,0,1,9.0,0,3.0,35.0,3.0,266.0,0,1,0,0,0,0,0,0,0,0,0
2.0,79.0,2.0,1.0,1.0,3.0,1.0,0,1,19.0,0,6.0,30.59036144578313,7.0,84.30985915492958,0,0,0,0,0,0,1,0,0,0,0
2.0,117.0,3.0,1.0,2.0,6.0,1.0,0,1,23.0,0,4.0,36.0,6.0,146.0,0,0,0,0,0,0,0,1,0,0,0
4.0,71.0,1.0,1.0,1.0,3.0,0.0,0,1,10.0,0,6.0,34.0,7.0,144.18260869565216,0,0,0,0,1,0,0,0,0,0,0
2.0,199.0,4.0,2.0,2.0,8.0,3.0,0,1,20.0,0,6.0,50.0,4.0,204.0,0,1,0,0,0,0,0,0,0,0,0
3.0,55.0,1.0,1.0,1.0,2.0,3.0,0,1,18.0,0,6.0,30.37837837837838,6.0,211.90892156862745,0,0,0,0,0,0,0,0,1,0,0
2.0,130.0,3.0,1.0,1.0,4.0,1.0,0,1,8.0,0,4.0,36.0,5.0,202.0,1,0,0,0,0,0,0,0,0,0,0
4.0,132.0,2.0,1.0,1.0,4.0,1.0,0,1,20.0,1,6.0,32.92857142857143,6.0,164.60368932038836,0,0,0,0,0,0,0,0,0,0,1
4.0,86.0,2.0,1.0,1.0,4.0,1.0,0,1,18.0,0,6.0,33.0,6.0,95.80851063829788,0,0,1,0,0,0,0,0,0,0,0
2.0,92.0,2.0,1.0,1.0,4.0,0.0,0,1,14.0,0,3.0,30.0,4.0,186.0,0,1,0,0,0,0,0,0,0,0,0
2.0,89.0,2.0,1.0,2.0,5.0,3.0,0,1,9.0,0,6.0,28.0,7.0,45.0,0,1,0,0,0,0,0,0,0,0,0
4.0,118.0,2.0,1.0,1.0,4.0,3.0,0,1,51.0,0,6.0,31.0,7.0,101.74,0,0,0,0,0,0,0,1,0,0,0
2.0,105.0,2.0,1.0,1.0,3.0,1.0,0,1,15.0,0,4.0,29.252225519287837,6.0,92.0,0,1,0,0,0,0,0,0,0,0,0
2.0,45.0,1.0,1.0,1.0,2.0,2.0,0,1,7.0,0,6.0,29.252225519287837,4.0,218.1075692963753,0,1,0,0,0,0,0,0,0,0,0
3.0,140.0,3.0,2.0,1.0,6.0,3.0,0,1,13.0,0,6.0,55.0,6.0,119.33431506849315,0,1,0,0,0,0,0,0,0,0,0
4.0,75.0,2.0,1.0,1.0,4.0,1.0,0,1,17.97142857142857,0,4.0,32.92857142857143,6.0,163.0,0,0,0,0,0,0,0,0,0,0,1
3.0,101.0,2.0,1.0,2.0,5.0,3.0,0,1,8.0,0,6.0,33.0,7.0,99.62162162162164,0,0,0,0,0,0,0,0,0,1,0
2.0,70.0,1.0,1.0,1.0,3.0,1.0,0,1,5.0,0,4.0,30.75675675675676,6.0,182.9360465116279,0,0,0,0,0,0,0,0,0,0,1
3.0,121.0,3.0,1.0,1.0,5.0,2.0,0,0,8.75,0,4.0,30.0,3.0,419.0,0,0,0,0,0,1,0,0,0,0,0
2.0,145.0,3.0,1.0,1.0,4.0,3.0,0,0,15.043715846994536,0,6.0,37.02173913043478,7.0,91.0,0,0,0,0,0,0,0,0,1,0,0
2.0,85.0,2.0,1.0,1.0,3.0,1.0,0,1,15.0,1,6.0,35.142857142857146,6.0,144.18260869565216,0,0,0,0,1,0,0,0,0,0,0
2.0,140.0,3.0,1.0,1.0,3.0,1.0,0,1,10.0,1,6.0,33.44897959183673,7.0,20.0,0,0,0,0,0,0,0,1,0,0,0
2.0,67.0,1.0,1.0,1.0,3.0,3.0,0,1,2.0,0,5.0,25.0,4.0,153.0,0,1,0,0,0,0,0,0,0,0,0
3.0,151.0,4.0,2.0,2.0,8.0,1.0,0,1,10.0,0,6.0,43.0,8.0,58.52941176470589,0,0,0,0,0,0,0,0,0,1,0
2.0,75.0,2.0,1.0,1.0,2.0,1.0,0,1,20.0,0,4.0,24.181818181818183,5.0,231.0,0,0,0,0,0,0,0,0,0,0,1
3.0,108.0,2.0,1.0,1.0,4.0,1.0,0,1,14.0,1,5.0,33.0,6.0,151.9254887218045,1,0,0,0,0,0,0,0,0,0,0
2.0,96.0,2.0,1.0,1.0,4.0,3.0,0,1,6.0,0,4.0,35.0,5.0,232.0,0,0,0,0,0,0,0,1,0,0,0
2.0,132.0,3.0,1.0,1.0,5.0,1.0,0,1,16.0,0,6.0,45.16,6.0,138.82,1,0,0,0,0,0,0,0,0,0,0
2.0,81.0,2.0,1.0,1.0,4.0,1.0,0,1,3.0,0,5.0,28.0,3.0,365.0,0,0,0,0,1,0,0,0,0,0,0
2.0,87.0,2.0,1.0,2.0,5.0,1.0,0,1,8.0,0,6.0,39.80769230769231,7.0,48.0,0,0,0,0,0,0,1,0,0,0,0
2.0,151.0,3.0,1.0,1.0,4.0,1.0,0,1,14.875,0,4.0,32.666666666666664,6.0,188.0,0,0,0,1,0,0,0,0,0,0,0
2.0,85.0,2.0,1.0,1.0,4.0,1.0,0,0,13.971428571428572,0,4.0,22.0,6.0,91.0,0,0,1,0,0,0,0,0,0,0,0
2.0,80.0,2.0,1.0,1.0,4.0,1.0,0,1,14.875,0,3.0,30.0,6.0,158.0,0,0,0,1,0,0,0,0,0,0,0
3.0,79.72881355932203,0.0,1.0,1.0,3.0,1.0,0,0,12.257575757575758,0,4.0,29.20289855072464,6.0,139.0,0,0,1,0,0,0,0,0,0,0,0
2.0,141.0,3.0,1.0,2.0,6.0,1.0,0,1,126.0,0,4.0,32.92857142857143,5.0,269.0,0,0,0,0,0,0,0,0,0,0,1
4.0,83.0,2.0,1.0,1.0,4.0,1.0,0,1,20.0,0,4.0,32.92857142857143,6.0,164.60368932038836,0,0,0,0,0,0,0,0,0,0,1
