Price,Postal Code,Facades,Habitable Surface,Land Surface,Type,Subtype,Bedroom Count,Bathroom Count,Toilet Count,Room Count,Kitchen Type,Furnished,Terrace,Terrace Surface,Garden Exists,State of Building,Living Surface,EPC,Consumption Per m2,Heating Type,Province
1125000.0,3000,2.0,,66.0,HOUSE,APARTMENT_BLOCK,5.0,5.0,5.0,15.0,INSTALLED,1,0,,0,AS_NEW,,,,GAS,VLAAMS-BRABANT
165000.0,6542,3.0,103.0,3202.0,HOUSE,HOUSE,3.0,1.0,1.0,5.0,,0,0,,1,TO_RENOVATE,,G,587.0,GAS,HENEGOUWEN
165000.0,4351,3.0,103.0,583.0,HOUSE,HOUSE,2.0,1.0,1.0,4.0,,0,1,12.0,1,TO_RENOVATE,,G,569.0,FUELOIL,LUIK
389000.0,5100,3.0,205.0,698.0,HOUSE,HOUSE,4.0,1.0,1.0,6.0,INSTALLED,0,1,90.0,0,GOOD,18.0,E,356.0,GAS,NAMEN
499000.0,4910,4.0,197.0,1200.0,HOUSE,VILLA,4.0,1.0,2.0,7.0,INSTALLED,0,1,120.0,1,AS_NEW,55.0,C,182.0,FUELOIL,LUIK
74999.0,7160,2.0,105.0,0.0,HOUSE,HOUSE,1.0,1.0,1.0,3.0,NOT_INSTALLED,0,1,,0,TO_RENOVATE,22.0,G,570.0,,HENEGOUWEN
289000.0,7170,2.0,166.0,110.0,HOUSE,APARTMENT_BLOCK,6.0,5.0,5.0,16.0,SEMI_EQUIPPED,0,0,,0,GOOD,14.0,C,223.0,GAS,HENEGOUWEN
299000.0,4680,3.0,116.0,381.0,HOUSE,HOUSE,3.0,1.0,2.0,6.0,NOT_INSTALLED,0,1,25.0,1,TO_BE_DONE_UP,28.0,D,326.0,FUELOIL,LUIK
389000.0,9660,2.0,148.0,214.0,HOUSE,HOUSE,3.0,1.0,2.0,6.0,USA_HYPER_EQUIPPED,0,1,20.0,1,,50.0,A,20.0,,OOST-VLAANDEREN
490000.0,9660,2.0,222.0,235.0,HOUSE,HOUSE,3.0,1.0,2.0,6.0,USA_HYPER_EQUIPPED,0,1,22.0,1,,49.0,A,20.0,GAS,OOST-VLAANDEREN
498500.0,9660,3.0,234.0,171.0,HOUSE,HOUSE,4.0,1.0,2.0,7.0,USA_HYPER_EQUIPPED,0,1,30.0,1,,49.0,A,20.0,GAS,OOST-VLAANDEREN
399900.0,2170,2.0,210.0,65.0,HOUSE,MIXED_USE_BUILDING,3.0,1.0,1.0,5.0,INSTALLED,0,0,,0,GOOD,37.0,D,370.0,GAS,ANTWERPEN
210000.0,4683,3.0,78.0,399.0,HOUSE,HOUSE,3.0,1.0,2.0,6.0,NOT_INSTALLED,0,1,12.0,1,TO_RENOVATE,23.0,G,745.0,FUELOIL,LUIK
234000.0,4030,3.0,130.0,236.0,HOUSE,HOUSE,2.0,1.0,2.0,5.0,SEMI_EQUIPPED,0,1,38.0,1,GOOD,33.0,D,297.0,GAS,LUIK
245000.0,9600,2.0,146.0,250.0,HOUSE,HOUSE,4.0,1.0,2.0,7.0,INSTALLED,0,1,13.0,1,GOOD,,C,225.0,GAS,OOST-VLAANDEREN
249000.0,4570,4.0,85.0,739.0,HOUSE,BUNGALOW,2.0,1.0,1.0,4.0,INSTALLED,0,1,,1,GOOD,34.0,F,441.0,FUELOIL,LUIK
289900.0,4610,4.0,140.0,185.0,HOUSE,HOUSE,3.0,1.0,2.0,6.0,INSTALLED,0,1,22.0,1,GOOD,15.0,G,891.0,GAS,LUIK
300000.0,4500,2.0,192.0,450.0,HOUSE,APARTMENT_BLOCK,4.0,4.0,4.0,12.0,INSTALLED,0,1,35.0,1,GOOD,20.0,C,171.0,GAS,LUIK
335600.0,9810,2.0,169.0,138.0,HOUSE,TOWN_HOUSE,3.0,1.0,2.0,6.0,INSTALLED,0,0,,0,AS_NEW,20.0,,,,OOST-VLAANDEREN
439012.0,9810,3.0,169.0,517.0,HOUSE,HOUSE,4.0,1.0,2.0,7.0,INSTALLED,0,1,18.0,0,AS_NEW,12.0,,,,OOST-VLAANDEREN
395000.0,9420,2.0,217.0,238.0,HOUSE,HOUSE,4.0,1.0,2.0,7.0,HYPER_EQUIPPED,0,1,,0,AS_NEW,17.0,B,103.0,GAS,OOST-VLAANDEREN
329500.0,1651,2.0,137.0,380.0,HOUSE,HOUSE,2.0,1.0,1.0,4.0,USA_INSTALLED,0,1,1.0,1,AS_NEW,30.0,C,249.0,GAS,VLAAMS-BRABANT
193000.0,2620,2.0,,203.0,HOUSE,HOUSE,3.0,1.0,1.0,5.0,,0,0,,0,TO_RENOVATE,,F,624.0,,ANTWERPEN
399000.0,3384,4.0,190.0,2673.0,HOUSE,HOUSE,3.0,1.0,,4.0,,0,0,,1,,37.0,F,519.0,FUELOIL,VLAAMS-BRABANT
209000.0,5190,2.0,140.0,0.0,HOUSE,HOUSE,3.0,,1.0,4.0,,0,1,,0,GOOD,,,,GAS,NAMEN
279000.0,7700,2.0,,260.0,HOUSE,MIXED_USE_BUILDING,2.0,1.0,,3.0,INSTALLED,0,1,50.0,0,AS_NEW,41.0,B,105.0,GAS,HENEGOUWEN
300000.0,8670,4.0,155.0,471.0,HOUSE,HOUSE,3.0,1.0,2.0,6.0,INSTALLED,0,1,20.0,1,AS_NEW,,C,278.0,GAS,WEST-VLAANDEREN
549000.0,2440,2.0,335.0,1314.0,HOUSE,HOUSE,4.0,2.0,,6.0,,0,1,,0,,,C,240.0,,ANTWERPEN
439000.0,3111,3.0,320.0,720.0,HOUSE,HOUSE,5.0,2.0,2.0,9.0,INSTALLED,0,1,,0,GOOD,,B,192.0,GAS,VLAAMS-BRABANT
385000.0,1360,3.0,171.0,226.0,HOUSE,HOUSE,3.0,1.0,,4.0,,0,0,,0,,,,,,WAALS-BRABANT
390000.0,1360,3.0,177.0,277.0,HOUSE,HOUSE,3.0,1.0,,4.0,,0,0,,0,,,,,,WAALS-BRABANT
390000.0,1360,3.0,168.0,268.0,HOUSE,HOUSE,3.0,,,3.0,,0,0,,0,,,,,,WAALS-BRABANT
392000.0,1360,3.0,168.0,294.0,HOUSE,HOUSE,3.0,,,3.0,,0,0,,1,,,,,,WAALS-BRABANT
400000.0,1360,3.0,168.0,279.0,HOUSE,HOUSE,3.0,1.0,,4.0,,0,0,,0,,,,,,WAALS-BRABANT
415000.0,1360,3.0,172.0,242.0,HOUSE,HOUSE,3.0,1.0,,4.0,,0,0,,0,,,A,,,WAALS-BRABANT
415000.0,1360,3.0,168.0,266.0,HOUSE,HOUSE,3.0,1.0,,4.0,,0,0,,0,,,,,,WAALS-BRABANT
420000.0,1360,3.0,189.0,366.0,HOUSE,HOUSE,3.0,,,3.0,,0,0,,0,,,,,,WAALS-BRABANT
420000.0,1360,3.0,168.0,280.0,HOUSE,HOUSE,3.0,1.0,,4.0,,0,0,,0,,,,,,WAALS-BRABANT
435000.0,1360,3.0,175.0,329.0,HOUSE,HOUSE,3.0,1.0,,4.0,,0,0,,0,,,,,,WAALS-BRABANT
449000.0,1360,4.0,186.0,431.0,HOUSE,HOUSE,3.0,,,3.0,,0,0,,1,,,,,,WAALS-BRABANT
460000.0,1360,,168.0,321.0,HOUSE,HOUSE,4.0,,,4.0,,0,0,,0,,,A,,GAS,WAALS-BRABANT
460000.0,1360,4.0,185.0,424.0,HOUSE,HOUSE,4.0,1.0,,5.0,,0,0,,0,,,,,,WAALS-BRABANT
199000.0,4100,2.0,78.0,207.0,HOUSE,HOUSE,2.0,1.0,1.0,4.0,,0,1,31.0,1,GOOD,32.0,F,500.0,GAS,LUIK
175000.0,8880,4.0,270.0,258.0,HOUSE,HOUSE,4.0,1.0,1.0,6.0,,0,1,,0,GOOD,,,,GAS,WEST-VLAANDEREN
550000.0,8800,3.0,131.0,118.0,HOUSE,APARTMENT_BLOCK,4.0,2.0,1.0,7.0,INSTALLED,0,0,,0,GOOD,,D,385.0,GAS,WEST-VLAANDEREN
1750000.0,8800,4.0,,2904.0,HOUSE,HOUSE,4.0,1.0,1.0,6.0,,0,0,,0,GOOD,,,,,WEST-VLAANDEREN
290000.0,8660,3.0,236.0,0.0,HOUSE,HOUSE,3.0,2.0,2.0,7.0,INSTALLED,1,0,,1,GOOD,,D,329.0,GAS,WEST-VLAANDEREN
620000.0,1080,,,173.0,HOUSE,HOUSE,7.0,4.0,4.0,15.0,,0,1,6.0,0,TO_BE_DONE_UP,27.0,G,346.0,GAS,BRUSSEL
1095000.0,8670,4.0,354.0,623.0,HOUSE,VILLA,5.0,3.0,,8.0,HYPER_EQUIPPED,0,1,,0,,,B,193.0,GAS,WEST-VLAANDEREN
365000.0,1981,2.0,110.0,311.0,HOUSE,HOUSE,2.0,1.0,2.0,5.0,HYPER_EQUIPPED,0,1,28.0,0,JUST_RENOVATED,28.0,B,116.0,,VLAAMS-BRABANT
469000.0,1700,4.0,198.0,571.0,HOUSE,VILLA,2.0,1.0,1.0,4.0,HYPER_EQUIPPED,0,1,6.0,1,JUST_RENOVATED,,D,304.0,FUELOIL,VLAAMS-BRABANT
499000.0,1653,2.0,160.0,1382.0,HOUSE,TOWN_HOUSE,3.0,1.0,1.0,5.0,HYPER_EQUIPPED,0,1,25.0,1,GOOD,40.0,F,665.0,FUELOIL,VLAAMS-BRABANT
624000.0,9990,4.0,310.0,4153.0,HOUSE,VILLA,2.0,1.0,3.0,6.0,USA_HYPER_EQUIPPED,0,1,,0,GOOD,,C,228.0,GAS,OOST-VLAANDEREN
187000.0,2018,2.0,42.0,869.0,HOUSE,MIXED_USE_BUILDING,1.0,1.0,1.0,3.0,INSTALLED,0,1,7.0,0,AS_NEW,26.0,B,117.0,GAS,ANTWERPEN
265000.0,9600,2.0,234.0,133.0,HOUSE,MIXED_USE_BUILDING,2.0,1.0,2.0,5.0,HYPER_EQUIPPED,0,1,27.0,0,AS_NEW,,C,281.0,GAS,OOST-VLAANDEREN
349000.0,9660,4.0,135.0,1198.0,HOUSE,HOUSE,3.0,1.0,2.0,6.0,INSTALLED,0,1,,1,GOOD,,C,292.0,GAS,OOST-VLAANDEREN
