Price,Postal Code,Facades,Habitable Surface,Land Surface,Type,Subtype,Bedroom Count,Bathroom Count,Toilet Count,Room Count,Kitchen Type,Furnished,Terrace,Terrace Surface,Garden Exists,State of Building,Living Surface,EPC,Consumption Per m2,Heating Type,Province
385000.0,9230,,110.0,,APARTMENT,APARTMENT,2.0,1.0,1.0,4.0,,0,1,14.0,0,GOOD,38.0,,,,OOST-VLAANDEREN
410000.0,9230,,115.0,,APARTMENT,APARTMENT,3.0,1.0,1.0,5.0,,0,1,12.0,0,GOOD,46.0,,,,OOST-VLAANDEREN
275000.0,1190,2.0,79.0,,APARTMENT,APARTMENT,2.0,1.0,1.0,4.0,INSTALLED,0,0,,0,AS_NEW,32.0,G,545.0,GAS,BRUSSEL
279000.0,8370,,58.0,,APARTMENT,APARTMENT,1.0,1.0,1.0,3.0,INSTALLED,0,1,,0,GOOD,,B,165.0,GAS,WEST-VLAANDEREN
289000.0,1000,2.0,88.0,,APARTMENT,APARTMENT,1.0,1.0,1.0,3.0,HYPER_EQUIPPED,0,0,,0,GOOD,39.0,B,92.0,FUELOIL,BRUSSEL
319500.0,2590,,96.0,,APARTMENT,APARTMENT,2.0,1.0,2.0,5.0,,0,1,24.0,0,,,,,,ANTWERPEN
350000.0,1190,2.0,102.0,,APARTMENT,APARTMENT,2.0,1.0,1.0,4.0,INSTALLED,0,1,12.0,0,GOOD,35.0,C,108.0,GAS,BRUSSEL
529000.0,2930,,155.0,,APARTMENT,APARTMENT,2.0,2.0,2.0,6.0,HYPER_EQUIPPED,0,1,15.0,0,AS_NEW,,A,79.0,GAS,ANTWERPEN
625000.0,9000,2.0,200.0,,APARTMENT,APARTMENT,3.0,3.0,2.0,8.0,SEMI_EQUIPPED,0,1,25.0,0,TO_RENOVATE,,B,104.0,GAS,OOST-VLAANDEREN
925000.0,8300,2.0,82.0,,APARTMENT,APARTMENT,2.0,1.0,2.0,5.0,SEMI_EQUIPPED,0,1,72.0,0,TO_RENOVATE,,C,247.0,GAS,WEST-VLAANDEREN
289500.0,1070,3.0,87.0,,APARTMENT,APARTMENT,2.0,1.0,1.0,4.0,USA_HYPER_EQUIPPED,0,1,11.0,0,AS_NEW,38.0,A,30.0,GAS,BRUSSEL
398000.0,9000,2.0,95.0,,APARTMENT,APARTMENT,3.0,1.0,1.0,5.0,HYPER_EQUIPPED,0,1,5.0,0,AS_NEW,26.0,B,118.0,GAS,OOST-VLAANDEREN
565000.0,9070,3.0,102.0,,APARTMENT,PENTHOUSE,2.0,1.0,,3.0,HYPER_EQUIPPED,0,1,29.0,0,AS_NEW,,,,,OOST-VLAANDEREN
585000.0,9070,3.0,102.0,,APARTMENT,PENTHOUSE,2.0,1.0,,3.0,HYPER_EQUIPPED,0,1,29.0,0,AS_NEW,,,,,OOST-VLAANDEREN
634947.0,9000,2.0,77.0,,APARTMENT,APARTMENT,1.0,1.0,1.0,3.0,USA_HYPER_EQUIPPED,0,1,9.0,0,AS_NEW,30.0,,,,OOST-VLAANDEREN
639669.0,9000,2.0,77.0,,APARTMENT,APARTMENT,1.0,1.0,1.0,3.0,USA_HYPER_EQUIPPED,0,1,9.0,0,AS_NEW,30.0,,,,OOST-VLAANDEREN
644393.0,9000,2.0,77.0,,APARTMENT,APARTMENT,1.0,1.0,1.0,3.0,USA_HYPER_EQUIPPED,0,1,9.0,0,AS_NEW,30.0,,,,OOST-VLAANDEREN
653049.0,9000,2.0,77.0,,APARTMENT,APARTMENT,1.0,1.0,1.0,3.0,USA_HYPER_EQUIPPED,0,1,10.0,0,AS_NEW,30.0,,,,OOST-VLAANDEREN
666410.0,9000,2.0,92.0,,APARTMENT,APARTMENT,2.0,1.0,1.0,4.0,USA_HYPER_EQUIPPED,0,1,9.0,0,AS_NEW,34.0,,,,OOST-VLAANDEREN
787950.0,9000,2.0,101.0,,APARTMENT,APARTMENT,2.0,1.0,1.0,4.0,USA_HYPER_EQUIPPED,0,1,11.0,0,AS_NEW,25.0,,,,OOST-VLAANDEREN
954810.0,9000,2.0,119.0,,APARTMENT,APARTMENT,2.0,2.0,2.0,6.0,USA_HYPER_EQUIPPED,0,1,24.0,0,AS_NEW,40.0,,,,OOST-VLAANDEREN
1047510.0,9000,2.0,134.0,,APARTMENT,APARTMENT,2.0,2.0,2.0,6.0,USA_HYPER_EQUIPPED,0,1,15.0,0,AS_NEW,40.0,,,,OOST-VLAANDEREN
635000.0,1150,2.0,114.0,,APARTMENT,APARTMENT,2.0,2.0,2.0,6.0,USA_HYPER_EQUIPPED,0,1,4.0,0,AS_NEW,50.0,D,192.0,GAS,BRUSSEL
635000.0,1200,2.0,114.0,,APARTMENT,APARTMENT,2.0,2.0,2.0,6.0,USA_HYPER_EQUIPPED,0,1,4.0,0,AS_NEW,50.0,D,192.0,GAS,BRUSSEL
850000.0,1950,3.0,205.0,,APARTMENT,DUPLEX,4.0,2.0,3.0,9.0,HYPER_EQUIPPED,0,1,10.0,0,AS_NEW,55.0,B,141.0,GAS,VLAAMS-BRABANT
115000.0,8790,,37.0,,APARTMENT,FLAT_STUDIO,1.0,1.0,1.0,3.0,USA_INSTALLED,0,0,,0,JUST_RENOVATED,,E,430.0,ELECTRIC,WEST-VLAANDEREN
