ID,Locality,Postal Code,Build Year,Facades,Habitable Surface,Land Surface,Type,Subtype,Price,Sale Type,Bedroom Count,Bathroom Count,Toilet Count,Room Count,Kitchen,Kitchen Surface,Kitchen Type,Furnished,Openfire,Fireplace Count,Terrace,Terrace Surface,Terrace Orientation,Garden Exists,Garden Surface,Garden Orientation,Swimming Pool,State of Building,Living Surface,EPC,Consumption Per m2,Cadastral Income,Has starting Price,Transaction Subtype,Heating Type,Is Holiday Property,Gas Water Electricity,Sewer,Sea view,Parking count inside,Parking count outside,Parking box count
9887781,Brussels City,1000,,,31,,APARTMENT,APARTMENT,230500,NORMAL_SALE,1,1,1,3,True,,INSTALLED,False,False,,False,,,False,,,,,,,,0,False,BUY_REGULAR,GAS,,,,,,,
9887786,Brussels City,1000,,,24,,APARTMENT,APARTMENT,230500,NORMAL_SALE,1,1,1,3,True,,INSTALLED,False,False,,False,,,False,,,,,,,,0,False,BUY_REGULAR,GAS,,,,,,,
9887779,Brussels City,1000,,,29,,APARTMENT,APARTMENT,230500,NORMAL_SALE,1,1,1,3,True,,INSTALLED,False,False,,False,,,False,,,,,,,,0,False,BUY_REGULAR,GAS,,,,,,,
9887780,Brussels City,1000,,,31,,APARTMENT,APARTMENT,230500,NORMAL_SALE,1,1,1,3,True,,INSTALLED,False,False,,False,,,False,,,,,,,,0,False,BUY_REGULAR,GAS,,,,,,,
9887784,Brussels City,1000,,,23,,APARTMENT,APARTMENT,230500,NORMAL_SALE,1,1,1,3,True,,INSTALLED,False,False,,False,,,False,,,,,,,,0,False,BUY_REGULAR,GAS,,,,,,,
9887782,Brussels City,1000,,,25,,APARTMENT,APARTMENT,230500,NORMAL_SALE,1,1,1,3,True,,INSTALLED,False,False,,False,,,False,,,,,,,,0,False,BUY_REGULAR,GAS,,,,,,,
9887783,Brussels City,1000,,,25,,APARTMENT,APARTMENT,230500,NORMAL_SALE,1,1,1,3,True,,INSTALLED,False,False,,False,,,False,,,,,,,,0,False,BUY_REGULAR,GAS,,,,,,,
9887785,Brussels City,1000,,,22,,APARTMENT,APARTMENT,230500,NORMAL_SALE,1,1,1,3,True,,INSTALLED,False,False,,False,,,False,,,,,,,,0,False,BUY_REGULAR,GAS,,,,,,,
9887788,Brussels City,1000,,,31,,APARTMENT,APARTMENT,237500,NORMAL_SALE,1,1,1,3,True,,INSTALLED,False,False,,False,,,False,,,,,,,,0,False,BUY_REGULAR,GAS,,,,,,,
9887789,Brussels City,1000,,,25,,APARTMENT,APARTMENT,237500,NORMAL_SALE,1,1,1,3,True,,INSTALLED,False,False,,False,,,False,,,,,,,,0,False,BUY_REGULAR,GAS,,,,,,,
9887787,Brussels City,1000,,,31,,APARTMENT,APARTMENT,237500,NORMAL_SALE,1,1,1,3,True,,INSTALLED,False,False,,False,,,False,,,,,,,,0,False,BUY_REGULAR,GAS,,,,,,,
9887793,Brussels City,1000,,,25,,APARTMENT,APARTMENT,244500,NORMAL_SALE,1,1,1,3,True,,INSTALLED,False,False,,False,,,False,,,,,,,,0,False,BUY_REGULAR,GAS,,,,,,,
9887791,Brussels City,1000,,,31,,APARTMENT,APARTMENT,244500,NORMAL_SALE,1,1,1,3,True,,INSTALLED,False,False,,False,,,False,,,,,,,,0,False,BUY_REGULAR,GAS,,,,,,,
9887792,Brussels City,1000,,,31,,APARTMENT,APARTMENT,244500,NORMAL_SALE,1,1,1,3,True,,INSTALLED,False,False,,False,,,False,,,,,,,,0,False,BUY_REGULAR,GAS,,,,,,,
9887794,Brussels City,1000,,,31,,APARTMENT,APARTMENT,255000,NORMAL_SALE,1,1,1,3,True,,INSTALLED,False,False,,False,,,False,,,,,,,,0,False,BUY_REGULAR,GAS,,,,,,,
9887795,Brussels City,1000,,,26,,APARTMENT,APARTMENT,265500,NORMAL_SALE,1,1,1,3,True,,INSTALLED,False,False,,False,,,False,,,,,,,,0,False,BUY_REGULAR,GAS,,,,,,,
9887796,Brussels City,1000,,,29,,APARTMENT,APARTMENT,265500,NORMAL_SALE,1,1,1,3,True,,INSTALLED,False,False,,False,,,False,,,,,,,,0,False,BUY_REGULAR,GAS,,,,,,,
10623889,Woluwe-St-Pierre,1831,,,50,,APARTMENT,FLAT_STUDIO,210000,NORMAL_SALE,0,,,,False,,,False,False,,False,,,False,,,,,,A,20,0,False,BUY_REGULAR,SOLAR,,,,,,,
10623856,Diegem,1831,,,67,,APARTMENT,APARTMENT,270000,NORMAL_SALE,1,,,1,False,,,False,False,,False,,,False,,,,,,A,20,0,False,BUY_REGULAR,SOLAR,,,,,,,
10623863,Diegem,1831,,,90,,APARTMENT,APARTMENT,329000,NORMAL_SALE,2,,,2,False,,,False,False,,False,,,False,,,,,,A,20,0,False,BUY_REGULAR,SOLAR,,,,,,,
10623871,Diegem,1831,,,110,,APARTMENT,APARTMENT,359000,NORMAL_SALE,3,,,3,False,,,False,False,,False,,,False,,,,,,A,20,0,False,BUY_REGULAR,SOLAR,,,,,,,
11137641,Mortsel,2640,1963,,83,,APARTMENT,APARTMENT,249000,NORMAL_SALE,1,1,1,3,True,,INSTALLED,False,True,-1,True,2,,False,,,,GOOD,41,B,188,699,False,BUY_REGULAR,GAS,,,,,,,
11139941,Deinze,9800,1968,,170,,APARTMENT,APARTMENT,249000,NORMAL_SALE,4,1,1,6,True,9,INSTALLED,False,False,,True,74,,False,,,,TO_BE_DONE_UP,55,B,118,808,False,BUY_REGULAR,GAS,,,,,,,
11137668,Schaerbeek,1030,2015,2,65,,APARTMENT,DUPLEX,250000,NORMAL_SALE,1,1,2,4,True,,USA_HYPER_EQUIPPED,False,False,,False,,,False,,,False,AS_NEW,31,C,149,789,False,BUY_REGULAR,GAS,,,,,,,
11138237,Braine-l'Alleud,1420,2005,2,88,,APARTMENT,APARTMENT,255000,NORMAL_SALE,2,2,2,6,True,,INSTALLED,False,False,,True,6,,False,,,False,GOOD,36,C,233,1255,False,BUY_REGULAR,ELECTRIC,,,,,,,
11138324,Evere,1140,2025,3,55,,APARTMENT,FLAT_STUDIO,259000,NORMAL_SALE,1,1,,2,False,,,False,False,,True,7,,False,,,,,,B,46,0,False,BUY_REGULAR,,,,,,1,,
